-1.0128433;-79.4707983;22.133290732142857
-1.0128301;-79.4707452;22.450187678571428
-1.0128156;-79.4706921;22.763498535714286
-1.0128012;-79.4706389;23.07123430357143
-1.0127867;-79.4705858;23.374405982142857
-1.0127723;-79.4705326;23.67302457142857
-1.0127578;-79.4704795;23.96710107142857
-1.0127434;-79.4704263;24.256646482142857
-1.0127289;-79.4703732;24.54167180357143
-1.0127145;-79.4703200;24.822188035714286
-1.0127000;-79.4702669;25.098206178571428
-1.0126856;-79.4702137;25.369737232142857
-1.0126711;-79.4701606;25.63679219642857
-1.0126567;-79.4701074;25.89938207142857
-1.0126422;-79.4700543;26.157517857142857
-1.0126278;-79.4700011;26.41121055357143
-1.0126133;-79.4699480;26.660471160714286
-1.0125989;-79.4698948;26.90531067857143
-1.0125844;-79.4698417;27.145740107142857
-1.0125700;-79.4697885;27.38177044642857
-1.0125555;-79.4697354;27.61341269642857
-1.0125411;-79.4696822;27.840677857142857
-1.0125266;-79.4696291;28.06357692857143
-1.0125122;-79.4695759;28.282120910714286
-1.0124977;-79.4695228;28.49632080357143
-1.0124833;-79.4694696;28.706187607142857
-1.0124688;-79.4694165;28.91173232142857
-1.0124544;-79.4693633;29.11296594642857
-1.0124399;-79.4693102;29.309899482142857
-1.0124255;-79.4692570;29.50254392857143
-1.0124110;-79.4692039;29.690910285714286
-1.0123966;-79.4691507;29.87500955357143
-1.0123821;-79.4690976;30.054852732142857
-1.0123677;-79.4690444;30.23045082142857
-1.0123532;-79.4689913;30.40181482142857
-1.0123388;-79.4689381;30.568955732142857
-1.0123243;-79.4688850;30.73188455357143
-1.0123099;-79.4688318;30.890612285714286
-1.0122954;-79.4687787;31.04514992857143
-1.0122810;-79.4687255;31.195508482142857
-1.0122665;-79.4686724;31.34169894642857
-1.0122521;-79.4686192;31.48373232142857
-1.0122376;-79.4685661;31.621619607142857
-1.0122232;-79.4685129;31.75537180357143
-1.0122087;-79.4684598;31.884999910714286
-1.0121943;-79.4684066;32.01051492857143
-1.0121798;-79.4683535;32.131927857142855
-1.0121654;-79.4683003;32.24924969642857
-1.0121509;-79.4682472;32.36249144642857
-1.0121365;-79.4681940;32.471664107142855
-1.0121220;-79.4681409;32.57677867857143
-1.0121076;-79.4680877;32.677846160714285
-1.0120931;-79.4680346;32.77487755357143
-1.0120787;-79.4679814;32.867883857142855
-1.0120642;-79.4679283;32.95687607142857
-1.0120498;-79.4678751;33.04186519642857
-1.0120353;-79.4678220;33.122862232142855
-1.0120209;-79.4677688;33.19987817857143
-1.0120064;-79.4677157;33.272924035714285
-1.0119920;-79.4676625;33.34201080357143
-1.0119775;-79.4676094;33.407149482142855
-1.0119631;-79.4675562;33.46835107142857
-1.0119486;-79.4675031;33.52562657142857
-1.0119342;-79.4674499;33.578986982142855
-1.0119197;-79.4673968;33.62844330357143
-1.0119053;-79.4673436;33.674006535714285
-1.0118908;-79.4672905;33.71568767857143
-1.0118764;-79.4672373;33.753497732142855
-1.0118619;-79.4671842;33.78744769642857
-1.0118475;-79.4671310;33.81754857142857
-1.0118330;-79.4670779;33.843811357142855
-1.0118186;-79.4670247;33.86624705357143
-1.0118041;-79.4669716;33.884866660714285
-1.0117897;-79.4669184;33.89968117857143
-1.0117752;-79.4668653;33.910701607142855
-1.0117608;-79.4668121;33.91793894642857
-1.0117463;-79.4667590;33.92140419642857
-1.0117319;-79.4667058;33.921108357142855
-1.0117174;-79.4666527;33.91706242857143
-1.0117030;-79.4665995;33.909277410714285
-1.0116885;-79.4665464;33.89776430357143
-1.0116741;-79.4664932;33.882534107142855
-1.0116596;-79.4664401;33.86359782142857
-1.0116452;-79.4663869;33.84096644642857
-1.0116307;-79.4663338;33.814650982142855
-1.0116163;-79.4662806;33.78466242857143
-1.0116018;-79.4662275;33.751011785714285
-1.0115874;-79.4661743;33.71371005357143
-1.0115729;-79.4661212;33.672768232142855
-1.0115585;-79.4660680;33.62819732142857
-1.0115440;-79.4660149;33.58000832142857
